,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,company_profile_length,requirements_length,benefits_length
13049,Credit Analytics Lead,GB,0,1,1,Full-time,Mid-Senior level,Master's Degree,Financial Services,Science,0,1100.0,696.0,489.0,83.0
13050,Staff Accountant - Red Granite,US,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Accounting/Auditing,0,618.0,1358.0,1112.0,
13051,Sr. Design Engineer Mechanical - 3D CAD,US,0,0,0,Full-time,,,,,0,870.0,228.0,,
13052,Software Engineer,GR,0,1,0,Full-time,,,,,0,518.0,2130.0,798.0,255.0
13053,Global Strategic Alliance Manager,US,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Consumer Electronics,,0,1721.0,539.0,980.0,46.0
13054,Customer Service Associate - Part Time ,US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Administrative,0,1221.0,684.0,714.0,
13055,Red Antler: Strategist (2 roles),US,0,1,0,Full-time,,,Design,Strategy/Planning,0,2619.0,627.0,,
13056,Data Analytics Engineer,US,0,1,1,Full-time,,,,,0,1029.0,1392.0,622.0,323.0
13057,"Software Architect - C# Java SOA VB TSQL UNIX SQL - Albany, NY",US,0,0,0,Full-time,,,Information Technology and Services,,0,2668.0,228.0,1638.0,
13058,Assistant Personal Chef,US,0,1,1,Full-time,Entry level,,Food Production,,0,1158.0,606.0,164.0,
13059,Product Manager ( 2 Openings),US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Consumer Goods,Product Management,0,1059.0,1454.0,461.0,
13060,IT Developer,IE,0,1,1,Full-time,Associate,High School or equivalent,Airlines/Aviation,Information Technology,0,756.0,556.0,345.0,
13061,Senior QA Engineer,US,0,1,0,Full-time,Associate,,Entertainment,Quality Assurance,0,343.0,916.0,742.0,
13062,Analyst,,1,1,0,Full-time,,,Computer & Network Security,,0,1033.0,1369.0,,
13063,Production Artist,CA,0,1,0,Full-time,Internship,,,,0,412.0,596.0,462.0,695.0
13064,Sr. Mainframe Security Engineer,US,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Networking,,0,1396.0,705.0,1202.0,726.0
13065,Home Care Schedulers,US,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0,1280.0,175.0,584.0,50.0
13066,Youth Worker - Talent Development Manager,GB,0,1,1,Full-time,Entry level,Unspecified,Education Management,Training,0,2058.0,562.0,1678.0,162.0
13067,Leasing Consultant,AU,0,1,1,Full-time,,,Financial Services,Sales,0,927.0,610.0,239.0,1012.0
13068,Mobile Product Manager,,0,1,0,,,,,,0,950.0,1569.0,416.0,
13069,Development Engineer - Product Development Exp - WI,US,0,0,0,Full-time,,,,,0,1649.0,228.0,1232.0,
13070,Part Time Cleaner- Ann Arbor Area ,US,0,1,1,Part-time,Entry level,High School or equivalent,Facilities Services,,0,1242.0,718.0,537.0,
13071,Interaction Designer,US,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Design,0,697.0,1073.0,526.0,1100.0
13072,Marketing Manager,NZ,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,1178.0,1981.0,,
13073,Locum Tenens--Medical Director,US,0,1,1,,,,Hospital & Health Care,,0,1918.0,539.0,1491.0,
13074,Technical Support Associate,US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Other,0,1333.0,622.0,481.0,117.0
13075,Aberdeen Driving Goods Vehicle Apprenticeships Under NAS 18-24 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Logistics and Supply Chain,,0,722.0,831.0,103.0,77.0
13076,Maintenance Technician / Supervisor (Bowling),AE,0,1,0,Full-time,Associate,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0,1302.0,789.0,290.0,
13077,Senior Backend API/ Web Services Engineer,US,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Engineering,0,1472.0,,457.0,439.0
13078,Accounts Payable Clerk,US,0,1,0,,,,,,0,1440.0,893.0,1123.0,
13079,Customer Experience Representative,US,0,1,1,Full-time,,Bachelor's Degree,Nonprofit Organization Management,Customer Service,0,2288.0,719.0,276.0,469.0
13080,Senior Game Designer,CA,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Entertainment,Design,0,720.0,596.0,212.0,695.0
13081,Digital Procurement Officer,HK,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Purchasing,0,928.0,511.0,366.0,122.0
13082,Office & Travel Manager (30h part-time or full-time),DE,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Administrative,0,2247.0,976.0,553.0,155.0
13083,Director - Data Management,US,0,0,0,Full-time,Director,Bachelor's Degree,Information Technology and Services,Information Technology,0,2181.0,472.0,528.0,
13084,Bilingual Products and Services Coordinator II,US,0,1,0,,,,,,0,1748.0,,1852.0,
13085,Revenue Cycle Manager,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Finance,0,2816.0,202.0,868.0,
13086,"Director of ASIC Engineering, SSD's",US,0,1,0,Full-time,Director,Bachelor's Degree,Computer Hardware,Engineering,0,1626.0,539.0,748.0,27.0
13087,Data Scientist,US,0,1,1,Full-time,,,Computer Software,,0,564.0,91.0,201.0,
13088,Strategic Account Director - London,GB,0,1,0,Full-time,,,,Sales,0,1120.0,560.0,,
13089,Fisheries Observer,US,1,1,1,,,,Fishery,Science,0,2058.0,1336.0,1041.0,281.0
13090,TeamQuest Implementation ,US,0,0,0,Contract,,,,,0,91.0,,1131.0,
13091,Spring Public Affairs Internship,US,0,1,1,Full-time,Internship,Some College Coursework Completed,Public Policy,Consulting,0,1993.0,406.0,,125.0
13092,Sr. MS Dynamics Consultant ( AX or GP ),EG,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,840.0,1018.0,543.0,
13093,Mobile Technology Content Writer - Freelance,US,1,1,1,Contract,,,Writing and Editing,Writing/Editing,0,2540.0,847.0,555.0,
13094,Sales Representative,GR,0,0,0,Full-time,,Bachelor's Degree,Consumer Electronics,Sales,0,812.0,,421.0,2.0
13095,Junior WebDeveloper [Intern],PT,0,1,1,Full-time,Internship,,,Engineering,0,1234.0,2368.0,391.0,1174.0
13096,Senior Network Administrator - Help Us Design Our Systems,US,1,0,1,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0,627.0,,589.0,284.0
13097,Mgd Services Field Engineer / Solution Specialist ,US,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,1997.0,1326.0,1216.0,262.0
13098,Head Developer,US,1,0,0,Full-time,Mid-Senior level,Associate Degree,Information Technology and Services,Project Management,0,257.0,,1211.0,1211.0
13099,Product Support Engineer,US,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer & Network Security,Information Technology,0,1346.0,322.0,363.0,
13100,Marketing Intern,IL,0,1,1,Other,,,,Marketing,0,1285.0,511.0,405.0,439.0
13101,Entrepreneur Program (6 Months),GB,0,1,1,Contract,Associate,Unspecified,Retail,Business Analyst,0,1094.0,557.0,593.0,321.0
13102,PART-TIME WORK FROM YOUR PLACE,AU,0,0,0,Part-time,,,,,1,231.0,,,
13103,Visual Designer,GB,0,1,0,Full-time,Mid-Senior level,,Computer Software,,0,754.0,438.0,2715.0,
13104,Senior PHP Developer,US,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,913.0,891.0,,
13105,Brand Communicator,US,0,1,0,Part-time,,,Marketing and Advertising,,0,1459.0,780.0,268.0,
13106,Title Insurance: Commercial Reader-NYC & Long Island,US,0,1,0,Full-time,,,Real Estate,,0,837.0,70.0,,
13107,Senior WebDeveloper,PT,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Engineering,0,831.0,2368.0,447.0,1165.0
13108,Accounting Specialist,US,0,1,0,,,,,,0,597.0,456.0,,
13109,Lean Manufacturing,US,0,0,0,Full-time,,,,,0,1009.0,228.0,,
13110,Controller,US,0,1,0,,,,,,0,930.0,577.0,932.0,390.0
13111,"Clinical Optometrists, East Anglia",GB,0,1,1,Other,Not Applicable,Bachelor's Degree,Hospital & Health Care,Other,0,1226.0,361.0,1156.0,
13112,Developer,US,1,1,0,Full-time,,,Computer & Network Security,Engineering,0,652.0,1369.0,,1341.0
13113,Sales Support Representative/ $20hr,US,0,0,0,Temporary,,High School or equivalent,Electrical/Electronic Manufacturing,Customer Service,0,1689.0,,,
13114,Director of Rehab,US,0,0,0,Full-time,Not Applicable,Certification,"Health, Wellness and Fitness",Health Care Provider,0,5203.0,252.0,361.0,13.0
13115,Agile Coach,GB,0,1,0,Contract,Not Applicable,,Internet,Consulting,0,1843.0,875.0,1140.0,963.0
13116,Operations Manager,GB,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,Customer Service,0,884.0,610.0,872.0,
13117,.NET Developer,US,0,1,0,Full-time,,,Information Technology and Services,,0,835.0,906.0,241.0,332.0
13118,Psychiatric Nurse from Europe (Relocation to England),GR,0,1,0,,,,,,0,1237.0,789.0,237.0,303.0
13119,Customer Success Intern,US,0,1,0,Full-time,Internship,,,,0,1845.0,422.0,804.0,
13120,Commercial and Operations Executive ,GB,0,1,0,Full-time,Mid-Senior level,,Airlines/Aviation,,0,2280.0,1421.0,348.0,
13121,Account Executive,US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,4964.0,666.0,,
13122,Big Data Applications Architect / Manager ,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,568.0,1051.0,932.0,231.0
13123,QA Engineer,US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Engineering,0,802.0,662.0,350.0,391.0
13124,Support Worker (Personal Assistant),GB,0,1,1,,,,Hospital & Health Care,,0,1099.0,697.0,1198.0,832.0
13125,Principal User Researcher,US,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Research,0,1417.0,231.0,1768.0,451.0
13126,Biddable Media Manager,GB,0,1,0,Full-time,,,Marketing and Advertising,Marketing,0,2485.0,913.0,1000.0,236.0
13127,"Clinical Optometrists, Nationwide",GB,0,1,1,Other,,,Hospital & Health Care,,0,1225.0,361.0,1156.0,
13128,Executive Assistant to CEO,HK,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Administrative,0,1326.0,511.0,872.0,
13129,"Cognos Developer - SQL Java JQuery - Baltimore, MD",US,0,0,0,Full-time,,,Information Technology and Services,,0,724.0,228.0,2356.0,
13130,.Net Developer - New Product to Market,NZ,0,1,0,Full-time,Associate,Unspecified,Information Technology and Services,Information Technology,0,898.0,932.0,851.0,375.0
13131,Administrative Assistant,US,0,1,0,,,,,,0,933.0,893.0,616.0,
13132,Systems Engineer,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,907.0,625.0,76.0,452.0
13133,Sales Manager,US,0,0,0,Full-time,,,Market Research,,0,706.0,228.0,,
13134,Branch Manager,US,0,0,1,Full-time,Mid-Senior level,Unspecified,Business Supplies and Equipment,Management,0,4249.0,,,
13135,Internship - Software Engineering (Summer 2015),US,0,1,0,Temporary,Internship,,Computer Software,,0,1218.0,772.0,884.0,
13136,Senior Enterprise Java Developer,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0,647.0,2434.0,2961.0,
13137,Software Testing Analyst,US,0,0,0,,,,,,0,834.0,,,
13138,Principal Engineer,US,0,1,0,Full-time,,,Oil & Energy,Engineering,1,4646.0,415.0,867.0,244.0
13139,Automotive Controls Engineer,US,0,0,0,Full-time,,,,,0,720.0,228.0,,
13140,Manufacturing Engineering - Lean Manufacture,US,0,0,0,Full-time,,,,,0,941.0,228.0,,
13141,Community Manager,,0,1,1,Other,,,,,0,881.0,438.0,,
13142,Senior Digital Project Manager,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Production,0,2656.0,449.0,,
13143,Global Product Manager ,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Product Management,0,639.0,1231.0,310.0,
13144,Manufacturing Engineering Manager,US,0,0,0,Full-time,,,,,0,930.0,228.0,,
13145,Production Engineer,US,0,1,1,Full-time,Associate,,Oil & Energy,,0,1119.0,893.0,443.0,189.0
13146,Infrastructure Administrator ,IN,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,,0,1975.0,1051.0,1381.0,367.0
13147,"Digital Marketing Coordinator, Singapore",SG,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Other,0,1213.0,,749.0,
13148,Flooring Technicians,US,0,1,1,Full-time,,High School or equivalent,Construction,Production,0,1138.0,2026.0,768.0,142.0
13149,Ecommerce Sales Consultant,GB,0,1,0,Full-time,Entry level,Unspecified,Retail,Sales,0,1062.0,448.0,716.0,
13150,Ad Campaign Coordinator (Italian),LT,0,1,0,Full-time,Entry level,,Information Technology and Services,Customer Service,0,222.0,,268.0,243.0
13151,Business Development Manager,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Business Development,0,2388.0,696.0,515.0,278.0
13152,COMEDY TICKET SALES REPRESENTATIVE,US,0,0,1,Full-time,,High School or equivalent,Marketing and Advertising,Sales,0,2456.0,,,
13153,NL Homecare Community Carers (HCC),GB,0,1,1,,,,,,0,645.0,815.0,1046.0,1227.0
13154,Configuration Management Engineer,NZ,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Engineering,0,2153.0,1246.0,499.0,295.0
13155,Senior Software Engineer,EG,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,100.0,1261.0,1148.0,
13156,CNA/Caregivers,US,0,1,0,Part-time,,,Hospitality,,0,594.0,837.0,597.0,20.0
13157,Senior Marketing Analyst,DE,0,1,0,,,,,,0,1412.0,651.0,1361.0,333.0
13158,"Speech Therapist, CCC-SLP (Early Intervention Opportunity)",US,0,1,1,Full-time,Not Applicable,Master's Degree,Medical Practice,Health Care Provider,0,3190.0,1945.0,389.0,383.0
13159,Branch Associate,US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,615.0,665.0,531.0,446.0
13160,Assistant Account Executive ,US,0,1,1,Full-time,Entry level,,Marketing and Advertising,Advertising,0,687.0,654.0,1104.0,
13161,Software Development Manager,US,0,1,0,Full-time,Mid-Senior level,,Computer Software,Management,0,1534.0,1811.0,2970.0,590.0
13162,Wait Staff/Servers Wanted - Great Tips,US,0,1,0,Part-time,,,Restaurants,Customer Service,0,1014.0,111.0,494.0,
13163,Ruby on Rails Engineer,US,0,1,0,Full-time,Mid-Senior level,Unspecified,Internet,Engineering,0,1982.0,1035.0,947.0,177.0
13164,Full-Cycle Recruiter (Oil & Gas),US,0,1,1,Full-time,Associate,,Oil & Energy,Human Resources,0,2842.0,893.0,562.0,
13165,Director of Operations,US,0,1,1,Full-time,,Bachelor's Degree,,,0,2682.0,1022.0,522.0,
13166,Mid-level Airframe Structures Design Engineer,US,0,1,1,Full-time,Associate,Master's Degree,Aviation & Aerospace,Engineering,0,1455.0,607.0,340.0,126.0
13167,Pre Sales Engineer (Javascript),GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,1298.0,1073.0,819.0,
13168,PeopleSoft HCM - Project Manager,US,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,1071.0,891.0,586.0,74.0
13169,Training Field Supervisor (Head Coach),US,0,1,1,Full-time,Associate,Associate Degree,Hospital & Health Care,Training,0,3463.0,580.0,1631.0,490.0
13170,Peoplesoft Commitment Control,US,0,0,0,Full-time,,Bachelor's Degree,,Business Analyst,0,850.0,228.0,265.0,
13171,Material Handler,US,0,1,0,Full-time,Entry level,,Warehousing,Manufacturing,0,506.0,930.0,308.0,
13172,Food Scientist,US,0,1,1,Full-time,Associate,Bachelor's Degree,Food & Beverages,Manufacturing,0,2290.0,1808.0,,
13173,Software Engineer,EG,0,1,0,,,,,,0,299.0,1261.0,,
13174,Project Consultant ,NZ,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0,987.0,472.0,420.0,150.0
13175,Java Developer,UA,0,1,1,,,,,,0,1101.0,311.0,615.0,320.0
13176,Cleared Program Manager,US,0,1,1,,Director,Master's Degree,Information Technology and Services,Management,0,1939.0,1336.0,691.0,154.0
13177,Backend Engineer,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,832.0,625.0,76.0,452.0
13178,Receptionist,US,0,1,1,,,,,,0,1823.0,406.0,,188.0
13179,Silvertown DGV Apprenticeship available for 18 year olds only,GB,0,1,1,,Not Applicable,High School or equivalent,,,0,683.0,831.0,17.0,16.0
13180,Accounting Assistant,HK,0,1,0,Full-time,Entry level,Bachelor's Degree,Internet,Accounting/Auditing,0,328.0,511.0,257.0,67.0
13181,"Make $32/hr to $88/hr All Professional Makeup Artists, Hair Stylists, Estheticians, and Massage Therapists",US,0,0,1,Other,,,,,0,3383.0,,,
13182,Growth Hacker,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Marketing,0,1148.0,409.0,847.0,143.0
13183,Software Engineer: Ruby on Rails ,US,0,1,0,Full-time,Mid-Senior level,Unspecified,Internet,Engineering,0,1802.0,1534.0,513.0,1041.0
13184,Fresh Graduate Program,PH,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Sales,0,1650.0,559.0,376.0,898.0
13185,Human Centered Industrial Designer ,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Design,0,1886.0,1406.0,2202.0,909.0
13186,VP Operations,GB,0,1,0,Full-time,,,,,0,1720.0,915.0,848.0,254.0
13187,Lead information security technology analyst,GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer & Network Security,Information Technology,0,4240.0,407.0,1979.0,815.0
13188,Digital Strategist,US,0,1,1,Full-time,,Bachelor's Degree,,,0,1110.0,729.0,955.0,1541.0
13189,Sr. Perl/PHP Data Engineer,US,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,888.0,891.0,787.0,18.0
13190,Liverpool Fragrance/Beauty Promotional staff,GB,0,1,0,Contract,,,Cosmetics,,0,855.0,831.0,,
13191,Node/Angular Partner ,US,1,1,0,Part-time,Mid-Senior level,,Entertainment,Engineering,0,547.0,111.0,301.0,192.0
13192,Channel Marketing Manager,US,0,1,1,Full-time,Mid-Senior level,,Computer Software,Marketing,0,2420.0,1715.0,809.0,863.0
13193,Occupational Therapy Assistant,US,0,0,0,Full-time,Entry level,Certification,"Health, Wellness and Fitness",Health Care Provider,0,1269.0,252.0,370.0,13.0
13194,Technical Writer,DE,0,1,1,Full-time,,,,,0,773.0,134.0,394.0,205.0
13195,Tools Engineer,US,0,1,0,Full-time,Mid-Senior level,,Entertainment,Engineering,0,139.0,916.0,582.0,
13196,Junior/Intermediate Python Dev,CA,0,0,1,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0,502.0,,195.0,540.0
13197,Patient Advocate,US,0,0,0,,,,,,0,20670.0,,,
13198,System Engineer/Network Administrator,US,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,2188.0,2094.0,1301.0,694.0
13199,.Net / SharePoint Developer,US,0,1,1,Full-time,Associate,Bachelor's Degree,,Information Technology,0,354.0,639.0,1280.0,269.0
13200,"Brand and Marketing Manager, Dig Inn",US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Food & Beverages,Marketing,0,2123.0,800.0,708.0,
